updated_catalog_path,pinsitu_catalog_path,n_clusters,n_in_situ,n_accreted,n_with_legacy_insitu_prob,n_with_progenitor_group
data/raw/gc_catalog_updated.fits,data/raw/gc_catalog_pinsitu.fits,165,107,58,141,165
